EmployeeNumber,Age,DailyRate,DistanceFromHome,EmployeeCount,HourlyRate,MonthlyIncome,MonthlyRate,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,StandardHours,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Education,EnvironmentSatisfaction,JobInvolvement,JobLevel,JobSatisfaction,RelationshipSatisfaction,StockOptionLevel,WorkLifeBalance,BusinessTravel,Department,EducationField,Gender,JobRole,MaritalStatus,Over18,OverTime,Attrition
1675,38.0,148.0,2.0,1.0,42.0,2440.0,23826.0,1.0,22.0,4.0,80.0,4.0,3.0,4.0,3.0,3.0,3.0,3,4,2,1,2,2,0,3,Travel_Frequently,Research & Development,Medical,Female,Laboratory Technician,Single,Y,No,0
1676,47.0,1225.0,2.0,1.0,47.0,15972.0,21086.0,6.0,14.0,3.0,80.0,29.0,2.0,3.0,2.0,1.0,2.0,4,2,4,4,2,3,3,3,Travel_Rarely,Sales,Life Sciences,Female,Manager,Divorced,Y,No,0
1677,49.0,809.0,1.0,1.0,36.0,15379.0,22384.0,4.0,14.0,3.0,80.0,23.0,2.0,8.0,7.0,0.0,0.0,3,3,3,4,3,1,0,3,Travel_Rarely,Research & Development,Life Sciences,Male,Manager,Single,Y,No,0
1678,41.0,1206.0,23.0,1.0,80.0,7082.0,11591.0,3.0,16.0,3.0,80.0,21.0,2.0,2.0,0.0,0.0,2.0,2,4,3,3,3,4,0,3,Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Single,Y,Yes,0
1680,20.0,727.0,9.0,1.0,54.0,2728.0,21082.0,1.0,11.0,3.0,80.0,2.0,3.0,2.0,2.0,0.0,2.0,1,4,3,1,1,1,0,3,Travel_Rarely,Sales,Life Sciences,Male,Sales Representative,Single,Y,No,0
1681,33.0,530.0,16.0,1.0,36.0,5368.0,16130.0,1.0,25.0,4.0,80.0,7.0,2.0,6.0,5.0,1.0,2.0,3,3,3,2,4,3,1,3,Non-Travel,Sales,Life Sciences,Female,Sales Executive,Divorced,Y,Yes,0
1682,36.0,1351.0,26.0,1.0,80.0,5347.0,7419.0,6.0,14.0,3.0,80.0,10.0,2.0,3.0,2.0,0.0,2.0,4,1,3,2,3,2,2,2,Travel_Rarely,Research & Development,Life Sciences,Male,Healthcare Representative,Married,Y,No,0
1683,44.0,528.0,1.0,1.0,44.0,3195.0,4167.0,4.0,18.0,3.0,80.0,8.0,2.0,2.0,2.0,2.0,2.0,3,3,3,1,4,1,3,3,Travel_Rarely,Human Resources,Life Sciences,Female,Human Resources,Divorced,Y,Yes,0
1684,23.0,1320.0,8.0,1.0,93.0,3989.0,20586.0,1.0,11.0,3.0,80.0,5.0,2.0,5.0,4.0,1.0,2.0,1,4,2,1,3,1,0,3,Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,Single,Y,Yes,1
1687,38.0,1495.0,4.0,1.0,87.0,3306.0,26176.0,7.0,19.0,3.0,80.0,7.0,5.0,0.0,0.0,0.0,0.0,2,4,3,1,3,4,1,2,Travel_Rarely,Research & Development,Medical,Female,Laboratory Technician,Married,Y,No,0
1689,53.0,1395.0,24.0,1.0,48.0,7005.0,3458.0,3.0,15.0,3.0,80.0,11.0,2.0,4.0,3.0,1.0,2.0,4,2,4,3,4,3,0,3,Travel_Rarely,Research & Development,Medical,Male,Healthcare Representative,Married,Y,No,0
1691,48.0,708.0,7.0,1.0,95.0,2655.0,11740.0,2.0,11.0,3.0,80.0,19.0,3.0,9.0,7.0,7.0,7.0,2,4,3,1,3,3,2,3,Travel_Frequently,Sales,Medical,Female,Sales Representative,Married,Y,Yes,1
1692,32.0,1259.0,2.0,1.0,95.0,1393.0,24852.0,1.0,12.0,3.0,80.0,1.0,2.0,1.0,0.0,0.0,0.0,4,4,3,1,2,1,0,3,Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Single,Y,No,1
1693,26.0,786.0,7.0,1.0,76.0,2570.0,11925.0,1.0,20.0,4.0,80.0,7.0,5.0,7.0,7.0,5.0,7.0,3,4,3,1,4,3,0,3,Non-Travel,Research & Development,Medical,Male,Laboratory Technician,Single,Y,No,0
1694,55.0,1441.0,22.0,1.0,94.0,3537.0,23737.0,5.0,12.0,3.0,80.0,8.0,1.0,4.0,2.0,1.0,2.0,3,1,2,1,2,4,1,3,Travel_Rarely,Research & Development,Technical Degree,Male,Research Scientist,Divorced,Y,No,0
1696,34.0,1157.0,5.0,1.0,57.0,3986.0,11912.0,1.0,14.0,3.0,80.0,15.0,3.0,15.0,10.0,4.0,13.0,2,2,2,2,4,3,1,4,Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,Married,Y,No,0
1697,60.0,370.0,1.0,1.0,92.0,10883.0,20467.0,3.0,20.0,4.0,80.0,19.0,2.0,1.0,0.0,0.0,0.0,4,3,1,3,4,3,1,4,Travel_Rarely,Research & Development,Medical,Male,Healthcare Representative,Divorced,Y,No,0
1698,33.0,267.0,21.0,1.0,79.0,2028.0,13637.0,1.0,18.0,3.0,80.0,14.0,6.0,14.0,11.0,2.0,13.0,3,2,4,1,2,4,3,3,Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,Married,Y,No,0
1700,37.0,1278.0,1.0,1.0,31.0,9525.0,7677.0,1.0,14.0,3.0,80.0,6.0,2.0,6.0,3.0,1.0,3.0,4,3,1,2,4,3,2,2,Travel_Frequently,Sales,Medical,Male,Sales Executive,Divorced,Y,No,0
1701,34.0,678.0,19.0,1.0,35.0,2929.0,20338.0,1.0,12.0,3.0,80.0,10.0,3.0,10.0,9.0,8.0,7.0,3,2,2,1,4,2,0,3,Travel_Rarely,Research & Development,Life Sciences,Female,Research Scientist,Married,Y,No,0
1702,23.0,427.0,7.0,1.0,99.0,2275.0,25103.0,1.0,21.0,4.0,80.0,3.0,2.0,3.0,2.0,0.0,2.0,3,3,3,1,4,2,1,3,Travel_Rarely,Sales,Life Sciences,Male,Sales Representative,Divorced,Y,Yes,1
1703,44.0,921.0,2.0,1.0,96.0,7879.0,14810.0,1.0,19.0,3.0,80.0,9.0,2.0,8.0,7.0,6.0,7.0,3,3,4,3,4,2,1,3,Travel_Rarely,Research & Development,Life Sciences,Female,Healthcare Representative,Married,Y,Yes,0
1704,35.0,146.0,2.0,1.0,79.0,4930.0,13970.0,0.0,14.0,3.0,80.0,6.0,2.0,5.0,4.0,1.0,4.0,4,1,2,1,4,3,0,4,Travel_Frequently,Research & Development,Medical,Male,Research Scientist,Single,Y,Yes,0
1706,43.0,1179.0,2.0,1.0,73.0,7847.0,6069.0,1.0,17.0,3.0,80.0,10.0,3.0,10.0,9.0,8.0,8.0,3,4,3,2,4,1,1,3,Travel_Rarely,Sales,Medical,Male,Sales Executive,Married,Y,Yes,0
1707,24.0,581.0,9.0,1.0,62.0,4401.0,17616.0,1.0,16.0,3.0,80.0,5.0,1.0,5.0,3.0,0.0,4.0,3,3,4,1,3,4,1,3,Travel_Rarely,Research & Development,Medical,Male,Research Scientist,Married,Y,No,0
1708,41.0,918.0,6.0,1.0,35.0,9241.0,15869.0,1.0,12.0,3.0,80.0,10.0,3.0,10.0,8.0,8.0,7.0,3,4,3,3,3,2,0,3,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Single,Y,No,0
1709,29.0,1082.0,9.0,1.0,43.0,2974.0,25412.0,9.0,17.0,3.0,80.0,9.0,2.0,5.0,3.0,1.0,2.0,4,4,3,1,3,3,1,3,Travel_Rarely,Research & Development,Medical,Female,Laboratory Technician,Married,Y,No,0
1710,36.0,530.0,2.0,1.0,51.0,4502.0,7439.0,3.0,15.0,3.0,80.0,17.0,2.0,13.0,7.0,6.0,7.0,4,3,3,2,4,3,0,2,Travel_Rarely,Sales,Life Sciences,Female,Sales Representative,Single,Y,No,0
1712,45.0,1238.0,1.0,1.0,74.0,10748.0,3395.0,3.0,23.0,4.0,80.0,25.0,3.0,23.0,15.0,14.0,4.0,1,3,2,3,3,4,1,2,Non-Travel,Research & Development,Life Sciences,Male,Healthcare Representative,Married,Y,No,0
1714,24.0,240.0,22.0,1.0,58.0,1555.0,11585.0,1.0,11.0,3.0,80.0,1.0,2.0,1.0,0.0,0.0,0.0,1,4,1,1,3,3,1,3,Travel_Rarely,Human Resources,Human Resources,Male,Human Resources,Married,Y,No,1
1716,47.0,1093.0,9.0,1.0,82.0,12936.0,24164.0,7.0,11.0,3.0,80.0,25.0,3.0,23.0,5.0,14.0,10.0,3,3,1,4,3,3,0,1,Travel_Frequently,Sales,Life Sciences,Male,Sales Executive,Married,Y,No,1
1718,26.0,390.0,17.0,1.0,62.0,2305.0,6217.0,1.0,15.0,3.0,80.0,3.0,3.0,3.0,2.0,0.0,2.0,4,4,1,1,3,3,3,4,Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,Married,Y,No,0
1719,45.0,1005.0,28.0,1.0,48.0,16704.0,17119.0,1.0,11.0,3.0,80.0,21.0,2.0,21.0,6.0,8.0,6.0,2,4,2,4,2,3,0,3,Travel_Rarely,Research & Development,Technical Degree,Female,Research Director,Single,Y,No,0
1720,32.0,585.0,10.0,1.0,56.0,3433.0,17360.0,6.0,13.0,3.0,80.0,10.0,3.0,5.0,2.0,1.0,3.0,3,1,3,1,3,1,1,2,Travel_Frequently,Research & Development,Life Sciences,Male,Research Scientist,Married,Y,No,0
1721,31.0,741.0,2.0,1.0,69.0,3477.0,18103.0,1.0,14.0,3.0,80.0,6.0,2.0,5.0,2.0,0.0,3.0,4,2,3,1,3,4,1,4,Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Married,Y,No,0
1722,41.0,552.0,4.0,1.0,60.0,6430.0,20794.0,6.0,19.0,3.0,80.0,10.0,4.0,3.0,2.0,1.0,2.0,3,3,1,2,2,2,1,3,Non-Travel,Human Resources,Human Resources,Male,Human Resources,Married,Y,No,0
1724,40.0,369.0,8.0,1.0,92.0,6516.0,5041.0,2.0,16.0,3.0,80.0,18.0,3.0,1.0,0.0,0.0,0.0,2,2,3,2,1,2,1,3,Travel_Rarely,Research & Development,Life Sciences,Female,Manufacturing Director,Married,Y,Yes,0
1725,24.0,506.0,29.0,1.0,91.0,3907.0,3622.0,1.0,13.0,3.0,80.0,6.0,2.0,6.0,2.0,1.0,2.0,1,2,3,1,1,2,3,4,Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,Divorced,Y,No,0
1727,46.0,717.0,13.0,1.0,34.0,5562.0,9697.0,6.0,14.0,3.0,80.0,19.0,3.0,10.0,7.0,0.0,9.0,4,3,3,2,2,4,0,3,Travel_Rarely,Research & Development,Life Sciences,Male,Healthcare Representative,Single,Y,No,0
1728,35.0,1370.0,27.0,1.0,49.0,6883.0,5151.0,2.0,16.0,3.0,80.0,17.0,3.0,7.0,7.0,0.0,7.0,4,4,3,2,3,2,1,3,Travel_Rarely,Research & Development,Life Sciences,Male,Manufacturing Director,Married,Y,No,0
1729,30.0,793.0,16.0,1.0,33.0,2862.0,3811.0,1.0,12.0,3.0,80.0,10.0,2.0,10.0,0.0,0.0,8.0,1,2,3,1,4,2,1,2,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Married,Y,No,0
1731,47.0,543.0,2.0,1.0,87.0,4978.0,3536.0,7.0,11.0,3.0,80.0,4.0,3.0,1.0,0.0,0.0,0.0,4,3,3,2,2,4,1,1,Non-Travel,Sales,Marketing,Male,Sales Executive,Married,Y,No,0
1732,46.0,1277.0,2.0,1.0,74.0,10368.0,5596.0,4.0,12.0,3.0,80.0,13.0,5.0,10.0,6.0,0.0,3.0,3,3,3,3,4,2,1,2,Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Divorced,Y,Yes,0
1733,36.0,1456.0,13.0,1.0,96.0,6134.0,8658.0,5.0,13.0,3.0,80.0,16.0,3.0,2.0,2.0,2.0,2.0,5,2,2,2,1,2,3,3,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Divorced,Y,Yes,1
1734,32.0,964.0,1.0,1.0,34.0,6735.0,12147.0,6.0,15.0,3.0,80.0,10.0,2.0,0.0,0.0,0.0,0.0,2,1,1,2,2,2,0,3,Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Single,Y,No,1
1735,23.0,160.0,4.0,1.0,51.0,3295.0,12862.0,1.0,13.0,3.0,80.0,3.0,3.0,3.0,2.0,1.0,2.0,1,3,3,1,2,3,0,1,Travel_Rarely,Research & Development,Medical,Female,Laboratory Technician,Single,Y,No,0
1736,31.0,163.0,24.0,1.0,30.0,5238.0,6670.0,2.0,20.0,4.0,80.0,9.0,3.0,5.0,4.0,1.0,4.0,1,4,3,2,4,4,0,2,Travel_Frequently,Research & Development,Technical Degree,Female,Manufacturing Director,Single,Y,No,0
1737,39.0,792.0,1.0,1.0,77.0,6472.0,8989.0,1.0,15.0,3.0,80.0,9.0,2.0,9.0,8.0,5.0,8.0,3,4,3,2,4,4,1,3,Non-Travel,Research & Development,Life Sciences,Male,Laboratory Technician,Married,Y,Yes,0
1739,32.0,371.0,19.0,1.0,80.0,9610.0,3840.0,3.0,13.0,3.0,80.0,10.0,2.0,4.0,3.0,0.0,2.0,3,4,1,3,3,3,1,1,Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Married,Y,No,0
1740,40.0,611.0,7.0,1.0,88.0,19833.0,4349.0,1.0,14.0,3.0,80.0,21.0,3.0,21.0,8.0,12.0,8.0,4,2,3,5,2,2,0,2,Travel_Rarely,Sales,Medical,Male,Manager,Single,Y,No,0
1744,45.0,176.0,4.0,1.0,56.0,9756.0,6595.0,4.0,21.0,4.0,80.0,9.0,2.0,5.0,0.0,0.0,3.0,3,3,1,3,3,3,2,4,Travel_Rarely,Human Resources,Life Sciences,Female,Human Resources,Married,Y,No,0
1745,30.0,1312.0,2.0,1.0,78.0,4968.0,26427.0,0.0,16.0,3.0,80.0,10.0,2.0,9.0,7.0,0.0,7.0,4,4,2,1,1,4,0,3,Travel_Frequently,Research & Development,Technical Degree,Female,Research Scientist,Single,Y,No,0
1746,24.0,897.0,10.0,1.0,59.0,2145.0,2097.0,0.0,14.0,3.0,80.0,3.0,2.0,2.0,2.0,2.0,1.0,3,1,3,1,4,4,1,3,Travel_Frequently,Human Resources,Medical,Male,Human Resources,Married,Y,No,0
1747,30.0,600.0,8.0,1.0,66.0,2180.0,9732.0,6.0,11.0,3.0,80.0,6.0,0.0,4.0,2.0,1.0,2.0,3,3,2,1,4,3,1,2,Travel_Frequently,Human Resources,Human Resources,Female,Human Resources,Divorced,Y,No,1
1749,31.0,1003.0,5.0,1.0,51.0,8346.0,20943.0,1.0,19.0,3.0,80.0,6.0,3.0,5.0,2.0,0.0,2.0,3,1,3,2,3,3,1,3,Travel_Rarely,Sales,Technical Degree,Male,Sales Executive,Married,Y,No,0
1751,27.0,1054.0,8.0,1.0,67.0,3445.0,6152.0,1.0,11.0,3.0,80.0,6.0,5.0,6.0,2.0,1.0,4.0,3,3,3,1,4,3,0,2,Travel_Rarely,Research & Development,Medical,Female,Research Scientist,Single,Y,No,0
1752,29.0,428.0,9.0,1.0,52.0,2760.0,14630.0,1.0,13.0,3.0,80.0,2.0,3.0,2.0,2.0,2.0,2.0,3,2,1,1,2,3,0,3,Travel_Rarely,Sales,Marketing,Female,Sales Representative,Single,Y,No,1
1753,29.0,461.0,1.0,1.0,70.0,6294.0,23060.0,8.0,12.0,3.0,80.0,10.0,5.0,3.0,2.0,0.0,2.0,3,4,4,2,3,4,0,4,Travel_Frequently,Research & Development,Life Sciences,Male,Healthcare Representative,Single,Y,Yes,0
1754,30.0,979.0,15.0,1.0,94.0,7140.0,3088.0,2.0,11.0,3.0,80.0,12.0,2.0,7.0,7.0,1.0,7.0,2,3,2,3,1,1,1,3,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Divorced,Y,No,0
1755,34.0,181.0,2.0,1.0,97.0,2932.0,5586.0,0.0,14.0,3.0,80.0,6.0,3.0,5.0,0.0,1.0,2.0,4,4,4,1,4,1,3,3,Travel_Rarely,Research & Development,Medical,Male,Research Scientist,Married,Y,Yes,0
1756,33.0,1283.0,2.0,1.0,62.0,5147.0,10697.0,8.0,15.0,3.0,80.0,13.0,2.0,11.0,7.0,1.0,7.0,3,4,3,2,2,4,0,2,Non-Travel,Sales,Marketing,Female,Sales Executive,Single,Y,No,0
1757,49.0,1313.0,11.0,1.0,80.0,4507.0,8191.0,3.0,12.0,3.0,80.0,8.0,1.0,5.0,1.0,0.0,4.0,4,4,3,2,4,3,0,4,Travel_Rarely,Sales,Marketing,Female,Sales Executive,Single,Y,No,0
1758,33.0,211.0,16.0,1.0,74.0,8564.0,10092.0,2.0,20.0,4.0,80.0,11.0,2.0,0.0,0.0,0.0,0.0,3,1,3,3,1,3,0,2,Travel_Rarely,Sales,Life Sciences,Female,Sales Executive,Single,Y,Yes,1
1760,38.0,594.0,2.0,1.0,75.0,2468.0,15963.0,4.0,14.0,3.0,80.0,9.0,4.0,6.0,1.0,0.0,5.0,2,3,2,1,2,2,1,2,Travel_Frequently,Research & Development,Medical,Female,Laboratory Technician,Married,Y,No,0
1761,31.0,1079.0,16.0,1.0,70.0,8161.0,19002.0,2.0,13.0,3.0,80.0,10.0,2.0,1.0,0.0,0.0,0.0,4,1,3,3,3,1,3,3,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Married,Y,No,1
1762,29.0,590.0,4.0,1.0,91.0,2109.0,10007.0,1.0,13.0,3.0,80.0,1.0,2.0,1.0,0.0,0.0,0.0,3,4,2,1,1,3,1,3,Travel_Rarely,Research & Development,Technical Degree,Female,Research Scientist,Divorced,Y,No,0
1763,30.0,305.0,16.0,1.0,58.0,5294.0,9128.0,3.0,16.0,3.0,80.0,10.0,3.0,7.0,0.0,1.0,7.0,3,3,4,2,3,3,1,3,Travel_Rarely,Research & Development,Life Sciences,Male,Healthcare Representative,Married,Y,No,0
1764,32.0,953.0,5.0,1.0,65.0,2718.0,17674.0,2.0,14.0,3.0,80.0,12.0,3.0,7.0,7.0,0.0,7.0,4,2,3,1,2,2,0,3,Non-Travel,Research & Development,Technical Degree,Male,Research Scientist,Single,Y,No,0
1766,38.0,833.0,18.0,1.0,60.0,5811.0,24539.0,3.0,16.0,3.0,80.0,15.0,2.0,1.0,0.0,1.0,0.0,3,2,1,2,4,3,1,3,Travel_Rarely,Research & Development,Medical,Male,Healthcare Representative,Married,Y,Yes,0
1767,43.0,807.0,17.0,1.0,38.0,2437.0,15587.0,9.0,16.0,3.0,80.0,6.0,4.0,1.0,0.0,0.0,0.0,3,3,2,1,3,4,1,3,Travel_Frequently,Research & Development,Technical Degree,Male,Research Scientist,Married,Y,Yes,1
1768,42.0,855.0,12.0,1.0,57.0,2766.0,8952.0,8.0,22.0,4.0,80.0,7.0,6.0,5.0,3.0,0.0,4.0,3,2,3,1,2,2,3,2,Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,Divorced,Y,No,0
1770,55.0,478.0,2.0,1.0,60.0,19038.0,19805.0,8.0,12.0,3.0,80.0,34.0,2.0,1.0,0.0,0.0,0.0,3,3,2,5,1,2,3,3,Travel_Rarely,Research & Development,Medical,Male,Research Director,Married,Y,No,0
1771,33.0,775.0,4.0,1.0,90.0,3055.0,6194.0,5.0,15.0,3.0,80.0,11.0,2.0,9.0,8.0,1.0,7.0,3,4,3,2,2,4,2,2,Non-Travel,Research & Development,Technical Degree,Male,Research Scientist,Divorced,Y,No,0
1772,41.0,548.0,9.0,1.0,94.0,2289.0,20520.0,1.0,20.0,4.0,80.0,5.0,2.0,5.0,3.0,0.0,4.0,4,3,3,1,1,2,2,3,Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Divorced,Y,No,0
1774,34.0,1375.0,10.0,1.0,87.0,4001.0,12313.0,1.0,14.0,3.0,80.0,15.0,3.0,15.0,14.0,0.0,7.0,3,4,3,2,3,3,1,3,Non-Travel,Sales,Life Sciences,Male,Sales Executive,Divorced,Y,Yes,0
1775,53.0,661.0,1.0,1.0,60.0,12965.0,22308.0,4.0,20.0,4.0,80.0,27.0,2.0,3.0,2.0,0.0,2.0,4,1,2,4,3,4,3,2,Non-Travel,Research & Development,Medical,Female,Manufacturing Director,Married,Y,Yes,0
1778,43.0,244.0,2.0,1.0,97.0,3539.0,5033.0,0.0,13.0,3.0,80.0,10.0,5.0,9.0,7.0,1.0,8.0,3,2,3,1,4,2,0,3,Travel_Rarely,Human Resources,Life Sciences,Male,Human Resources,Single,Y,No,0
1779,34.0,511.0,3.0,1.0,32.0,6029.0,25353.0,5.0,12.0,3.0,80.0,6.0,3.0,2.0,2.0,2.0,2.0,2,4,1,2,4,1,0,3,Travel_Rarely,Sales,Life Sciences,Female,Sales Executive,Single,Y,No,0
1780,21.0,337.0,7.0,1.0,31.0,2679.0,4567.0,1.0,13.0,3.0,80.0,1.0,3.0,1.0,0.0,1.0,0.0,1,2,3,1,2,2,0,3,Travel_Rarely,Sales,Marketing,Male,Sales Representative,Single,Y,No,1
1782,38.0,1153.0,6.0,1.0,40.0,3702.0,16376.0,1.0,11.0,3.0,80.0,5.0,3.0,5.0,4.0,0.0,4.0,2,4,2,1,3,2,1,3,Travel_Rarely,Research & Development,Other,Female,Laboratory Technician,Married,Y,No,0
1783,22.0,1294.0,8.0,1.0,79.0,2398.0,15999.0,1.0,17.0,3.0,80.0,1.0,6.0,1.0,0.0,0.0,0.0,1,3,3,1,1,3,0,3,Travel_Rarely,Research & Development,Medical,Female,Laboratory Technician,Married,Y,Yes,1
1784,31.0,196.0,29.0,1.0,91.0,5468.0,13402.0,1.0,14.0,3.0,80.0,13.0,3.0,12.0,7.0,5.0,7.0,4,1,2,2,4,1,2,3,Travel_Rarely,Sales,Marketing,Female,Sales Executive,Married,Y,No,0
1786,51.0,942.0,3.0,1.0,53.0,13116.0,22984.0,2.0,11.0,3.0,80.0,15.0,2.0,2.0,2.0,2.0,2.0,3,1,3,3,3,4,0,3,Travel_Rarely,Research & Development,Technical Degree,Female,Manager,Married,Y,No,0
1787,37.0,589.0,9.0,1.0,46.0,4189.0,8800.0,1.0,14.0,3.0,80.0,5.0,2.0,5.0,2.0,0.0,3.0,2,2,2,2,2,1,2,3,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Married,Y,No,0
1789,46.0,734.0,2.0,1.0,46.0,19328.0,14218.0,7.0,17.0,3.0,80.0,24.0,3.0,2.0,1.0,2.0,2.0,4,3,3,5,4,3,1,3,Travel_Rarely,Research & Development,Medical,Male,Research Director,Divorced,Y,Yes,0
1790,36.0,1383.0,10.0,1.0,90.0,8321.0,25949.0,7.0,13.0,3.0,80.0,15.0,1.0,12.0,8.0,5.0,7.0,3,4,3,3,1,4,1,3,Travel_Rarely,Research & Development,Life Sciences,Male,Healthcare Representative,Married,Y,Yes,0
1792,44.0,429.0,1.0,1.0,99.0,2342.0,11092.0,1.0,12.0,3.0,80.0,6.0,2.0,5.0,3.0,2.0,3.0,2,3,3,1,2,3,3,2,Travel_Frequently,Research & Development,Medical,Male,Research Scientist,Divorced,Y,Yes,1
1794,37.0,1239.0,8.0,1.0,89.0,4071.0,12832.0,2.0,13.0,3.0,80.0,19.0,4.0,10.0,0.0,4.0,7.0,2,3,3,2,2,3,0,2,Travel_Rarely,Human Resources,Other,Male,Human Resources,Divorced,Y,No,0
1797,35.0,303.0,27.0,1.0,84.0,5813.0,13492.0,1.0,18.0,3.0,80.0,10.0,2.0,10.0,7.0,7.0,7.0,3,3,3,2,4,4,0,3,Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Single,Y,Yes,1
1798,33.0,867.0,8.0,1.0,90.0,3143.0,6076.0,6.0,19.0,3.0,80.0,14.0,1.0,10.0,8.0,7.0,6.0,4,4,4,1,1,2,1,3,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Married,Y,No,0
1799,28.0,1181.0,1.0,1.0,82.0,2044.0,5531.0,1.0,11.0,3.0,80.0,5.0,6.0,5.0,3.0,0.0,3.0,3,3,3,1,4,3,1,4,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Married,Y,No,0
1800,39.0,1253.0,10.0,1.0,65.0,13464.0,7914.0,7.0,21.0,4.0,80.0,9.0,3.0,4.0,3.0,2.0,2.0,1,3,3,3,3,3,0,3,Travel_Rarely,Research & Development,Medical,Male,Research Director,Single,Y,No,0
1801,46.0,849.0,26.0,1.0,98.0,7991.0,25166.0,8.0,15.0,3.0,80.0,6.0,3.0,2.0,2.0,2.0,2.0,2,2,2,2,2,3,0,3,Non-Travel,Sales,Life Sciences,Male,Sales Executive,Single,Y,No,0
1802,40.0,616.0,2.0,1.0,99.0,3377.0,25605.0,4.0,17.0,3.0,80.0,7.0,5.0,4.0,3.0,0.0,2.0,2,3,3,1,1,4,1,2,Travel_Rarely,Research & Development,Life Sciences,Female,Laboratory Technician,Married,Y,No,0
1803,42.0,1128.0,13.0,1.0,95.0,5538.0,5696.0,5.0,18.0,3.0,80.0,10.0,2.0,0.0,0.0,0.0,0.0,3,2,4,2,1,3,2,2,Travel_Rarely,Research & Development,Medical,Male,Healthcare Representative,Married,Y,No,0
1804,35.0,1180.0,2.0,1.0,90.0,5762.0,24442.0,2.0,14.0,3.0,80.0,15.0,6.0,7.0,7.0,1.0,7.0,2,2,3,2,4,3,1,3,Non-Travel,Research & Development,Medical,Male,Manufacturing Director,Divorced,Y,No,0
1805,38.0,1336.0,2.0,1.0,100.0,2592.0,7129.0,5.0,13.0,3.0,80.0,13.0,3.0,11.0,10.0,3.0,8.0,3,1,3,1,2,4,3,3,Non-Travel,Human Resources,Human Resources,Male,Human Resources,Divorced,Y,No,0
1807,34.0,234.0,9.0,1.0,93.0,5346.0,6208.0,4.0,17.0,3.0,80.0,11.0,3.0,7.0,1.0,0.0,7.0,4,4,3,2,1,3,1,2,Travel_Frequently,Research & Development,Life Sciences,Male,Laboratory Technician,Married,Y,No,1
1809,37.0,370.0,10.0,1.0,58.0,4213.0,4992.0,1.0,15.0,3.0,80.0,10.0,4.0,10.0,3.0,0.0,8.0,4,4,3,2,1,2,0,1,Travel_Rarely,Research & Development,Medical,Male,Manufacturing Director,Single,Y,No,1
1812,39.0,766.0,20.0,1.0,83.0,4127.0,19188.0,2.0,18.0,3.0,80.0,7.0,6.0,2.0,1.0,2.0,2.0,3,3,3,2,4,4,1,3,Travel_Frequently,Sales,Life Sciences,Male,Sales Executive,Divorced,Y,No,0
1813,43.0,343.0,9.0,1.0,52.0,2438.0,24978.0,4.0,13.0,3.0,80.0,7.0,2.0,3.0,2.0,1.0,2.0,3,1,3,1,3,3,0,2,Non-Travel,Research & Development,Life Sciences,Male,Research Scientist,Single,Y,No,0
1814,41.0,447.0,5.0,1.0,85.0,6870.0,15530.0,3.0,12.0,3.0,80.0,11.0,3.0,3.0,2.0,1.0,2.0,3,2,4,2,2,1,0,1,Travel_Rarely,Research & Development,Life Sciences,Male,Healthcare Representative,Single,Y,No,0
1815,41.0,796.0,4.0,1.0,81.0,10447.0,26458.0,0.0,13.0,3.0,80.0,23.0,3.0,22.0,14.0,13.0,5.0,1,3,3,3,3,4,1,4,Travel_Rarely,Sales,Marketing,Female,Sales Executive,Divorced,Y,Yes,0
1816,30.0,1092.0,10.0,1.0,64.0,9667.0,2739.0,9.0,14.0,3.0,80.0,9.0,3.0,7.0,7.0,0.0,2.0,3,1,3,3,3,2,0,3,Travel_Rarely,Research & Development,Medical,Female,Manufacturing Director,Single,Y,No,0
1818,26.0,920.0,20.0,1.0,69.0,2148.0,6889.0,0.0,11.0,3.0,80.0,6.0,3.0,5.0,1.0,1.0,4.0,2,4,3,1,2,3,0,3,Travel_Rarely,Human Resources,Medical,Female,Human Resources,Married,Y,Yes,1
